candidateLevel,lemma,pos,topic,sourceCourses,chineseMeaning,listedForms,exampleNb,exampleZh,exampleCount,appLevel,appIntegrated,fieldsPresent,manualReviewStatus,dictionarySource,dictionarySourceUrl,manuallyCheckedOn,examplesManuallyCheckedOn,officialLemmaFound,formAuditStatus,cefrReview,meaningAndExampleReview
"A1","betale","动词","饮食与购物 / 食物与购物","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","支付；付款","betale · betaler · betalte · betalt / betaler, betalte, har betalt","Kan jeg betale med kort? / Han betalte regningen i går.","我可以刷卡吗？ / 他昨天付了账单。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/betale","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","billett","名词","交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","票；车票；入场券","billetten, billetter, billettene / en billett · billetten · billetter · billettene","Jeg kjøper en billett til Oslo. / Hvor er billettene våre?","我买一张去奥斯陆的车票。 / 我们的票在哪里？","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/billett","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","bruke","动词","日常动作 / 待归类","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","使用；花费（时间/钱）；穿用","bruke · bruker · brukte · brukt / bruker, brukte, har brukt","Jeg bruker mobilen til å lese nyheter. / Vi brukte to timer på leksene.","我用手机看新闻。 / 我们做作业花了两个小时。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bruke","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","buss","名词","交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","公共汽车；公交车","bussen, busser, bussene / en buss · bussen · busser · bussene","Vi tar bussen til sentrum. / Bussen kommer om fem minutter.","我们坐公交去市中心。 / 公交车五分钟后到。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/buss","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","bussjåfør","名词","交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","公交车司机；巴士司机","bussjåføren,bussjåfører, bussjåførene / en bussjåfør · bussjåføren · bussjåfører · bussjåførene","Bussjåføren åpner døra. / Jeg spør bussjåføren om holdeplassen.","公交车司机打开了车门。 / 我向公交车司机打听下车站点。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bussj%C3%A5f%C3%B8r","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","bytte","动词","交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","换；更换；转乘","bytte · bytter · byttet · byttet / bytter, byttet, har byttet","Du må bytte buss på stasjonen. / Jeg byttet den for store jakka.","你需要在车站换乘公交车。 / 我把那件太大的夹克换掉了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bytte","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","dra","动词","交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","去；出发；离开；拉/拽（依语境）","dra · drar · dro · dratt / drar, dro, har dratt","Vi drar til legen etter lunsj. / Hun dro hjem tidlig.","我们午饭后去看医生。 / 她很早就回家了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dra","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","drikke","动词","饮食与购物 / 食物与购物","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","喝；饮用","drikke · drikker · drakk · drukket / drikker, drakk, har drukket","Hun drikker et glass vann. / Vi drakk kaffe etter maten.","她喝一杯水。 / 我们饭后喝了咖啡。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/drikke","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","ettermiddag","名词","时间与日程","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","下午；午后","en ettermiddag · ettermiddagen · ettermiddager · ettermiddagene / ettermiddagen, ettermiddager, ettermiddagene","Jeg henter barna i ettermiddag. / Vi drikker kaffe sammen om ettermiddagen.","我今天下午去接孩子。 / 我们常在下午一起喝咖啡。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/ettermiddag","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","få","动词","日常动作 / 日常基础","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","得到；收到；可以/被允许；让（依结构）","få · får · fikk · fått / får, fikk, har fått","Jeg fikk en melding fra henne. / Kan jeg få sitte her?","我收到她的一条消息。 / 我可以坐在这里吗？","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/f%C3%A5","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","finne","动词","日常动作 / 交通与出行","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","找到；发现；认为（synes/finne at）","finne · finner · fant · funnet / finner, fant, har funnet","Jeg finner ikke nøklene mine. / De fant en god løsning.","我找不到我的钥匙。 / 他们找到一个好办法。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/finne","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","flytte","动词","住房与居住","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","搬家；搬动；移动","flytte · flytter · flyttet · flyttet / flytter, flyttet, har flyttet","Vi flytter til en større leilighet i juni. / Han flyttet sofaen nærmere vinduet.","我们六月搬到一套更大的公寓。 / 他把沙发挪得更靠近窗户。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/flytte","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","gå","动词","日常动作 / 日常基础","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","走；步行；去；进行（依语境）","gå · går · gikk · gått / går, gikk, har gått","Vi går til butikken. / Kurset gikk veldig bra.","我们步行去商店。 / 课程进行得很顺利。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/g%C3%A5","2026-09-24","2026-09-24","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文已人工审校"
"A1","gutt","名词","家人和关系","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","男孩","en gutt · gutten · gutter · guttene / gutten, gutter, guttene","Gutten leker i hagen. / To gutter venter på bussen.","男孩在花园里玩。 / 两个男孩在等公交车。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/gutt","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","hjelp","名词","交流与语言","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","帮助；援助；帮忙","hjelp · hjelpa · hjelpen / hjelpen, hjelper, hjelpene","Kan du hjelpe meg? Jeg trenger hjelp. / Takk for hjelpen!","你能帮帮我吗？我需要帮助。 / 谢谢你的帮助！","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hjelp","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","hjelpe","动词","日常动作 / 家庭与人物","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","帮助；帮忙","hjelpe · hjelper · hjalp · hjulpet / hjelper, hjalp, har hjulpet","Kan du hjelpe meg med maten? / Naboen hjalp oss i går.","你能帮我准备食物吗？ / 邻居昨天帮了我们。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hjelpe","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","hjem","名词","住房与居住 / 日常基础","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","家；住所（强调归属感的家）","et hjem · hjemmet · hjem · hjemmene / hjemmet, hjem, hjemmene","Vi ønsker oss et rolig hjem. / Barna kom hjem etter skolen.","我们希望有一个安宁的家。 / 孩子们放学后回家了。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hjem","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
"A1","kafé","名词","饮食与购物","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","咖啡馆；小餐馆（通常可买饮料和简餐）","en kafé · kaféen · kafeer · kafeene / kafeen, kafeer, kafeene","Vi møtes på en kafé etter kurset. / Kaféen åpner klokka åtte.","我们下课后在一家咖啡馆见面。 / 咖啡馆八点开门。","2","A1","true","true","词典核验：词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kaf%C3%A9","2026-09-24","","true","词头与列出词形匹配","课程候选等级；尚未逐词人工确认","例句/译文尚未人工逐词审校"
